ATFD_type,FANOUT_type,number_private_visibility_methods,number_standard_design_methods,CFNAMM_type,AMWNAMM_type,AMW_type,WMCNAMM_type,NOMNAMM_type,NOCS_type,number_not_final_static_methods,WMC_type,number_static_methods,CBO_type,number_protected_visibility_methods,RFC_type,TCC_type,LCOM5_type,isStatic_type,LOCNAMM_type,LOC_type,NOM_type,number_final_static_methods,number_final_not_static_methods,number_not_abstract_not_final_methods,number_final_methods,num_static_attributes,is_god_class
0,0,0,0,0,1.0,1.0,1,1,0,0,5,0,1,0,5,0.0,1.0,0,14,34,5,0,0,5,0,3,0
34,21,0,38,89,6.225,5.953488,249,40,1,0,256,0,38,10,302,0.340244,0.9444440000000001,0,1348,1400,43,0,0,43,0,1,1
0,0,0,0,0,0.0,1.0,0,0,0,0,6,0,0,0,6,0.2,0.8,0,1,31,6,0,0,7,0,0,0
0,0,0,0,0,1.0,1.142857,2,2,0,0,8,0,1,0,7,0.3,1.0,0,20,63,7,0,0,7,0,0,0
20,36,3,105,80,3.833333,3.175325,414,108,13,1,489,1,30,20,248,0.272109,0.984425,0,2378,2792,154,0,0,154,0,9,1
19,21,5,36,51,5.243243,3.8909089999999997,194,37,3,0,214,0,20,0,120,0.439626,0.9644440000000001,0,1179,1299,55,0,0,55,0,0,1
0,0,0,3,0,1.0,1.285714,3,3,0,0,9,0,0,0,7,0.23809499999999997,0.777778,0,45,79,7,0,0,7,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,5,0,0,0,5,0.0,1.0,1,35,63,5,0,0,5,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,11,0,0,0,11,0.11111099999999999,0.9,1,47,117,11,0,0,11,0,0,0
15,25,1,21,46,4.142857,3.4,87,21,6,5,102,5,22,3,93,0.073892,0.9729059999999999,0,2297,2396,30,0,0,30,0,4,1
0,0,0,0,0,1.0,1.0,1,1,0,0,7,0,1,0,7,0.0,1.0,1,53,101,7,0,0,7,0,0,0
0,1,0,0,1,1.0,1.0,2,2,0,0,8,0,1,0,14,0.2,1.0,0,18,48,8,0,0,8,0,3,0
17,2,2,7,14,23.857143,23.857143,167,7,0,7,167,7,2,0,38,0.3,0.833333,0,1217,1217,7,0,0,7,0,1,1
0,0,0,0,0,1.0,1.0,2,2,0,0,12,0,0,0,12,0.11111099999999999,0.909091,1,55,125,12,0,0,12,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,7,0,0,0,7,0.0,1.0,1,49,91,7,0,0,7,0,0,0
28,13,4,8,61,24.111110999999998,24.111110999999998,217,9,1,0,217,0,16,1,85,0.333333,0.9285709999999999,0,2412,2412,9,0,0,9,0,1,1
0,0,0,0,0,1.0,1.0,2,2,0,0,8,0,0,0,8,0.2,0.857143,1,39,81,8,0,0,8,0,0,0
27,35,7,69,71,3.628571,3.107527,254,70,7,6,289,6,38,0,202,0.347339,0.961792,0,1324,1494,93,0,0,93,0,8,1
34,9,3,7,23,25.857143,25.857143,181,7,11,4,181,4,25,0,134,0.0,1.0,0,5126,5126,7,0,0,7,0,2,1
34,11,4,8,25,23.125,23.125,185,8,11,5,185,5,25,0,134,0.0,1.0,0,5349,5349,8,0,0,8,0,2,1
3,2,0,2,2,1.0,1.0,2,2,0,0,2,0,5,0,6,0.0,0.0,0,14,14,2,0,0,2,0,0,0
2,4,0,3,4,1.0,1.0,4,4,0,0,10,0,7,0,20,0.166667,0.8611110000000001,0,33,78,10,0,0,10,0,0,0
0,0,5,0,0,1.0,1.0,1,1,0,0,23,0,0,1,23,0.044118,0.9685309999999999,0,69,292,23,0,0,23,0,2,0
0,0,0,0,0,0.0,1.0,0,0,0,0,22,0,0,0,22,0.047619,0.960317,0,8,224,22,0,0,23,0,1,0
0,0,0,0,0,0.0,1.0,0,0,0,0,10,0,0,0,10,0.11111099999999999,0.9722219999999999,0,9,89,10,0,0,11,0,3,0
0,0,0,0,0,1.0,1.0,1,1,0,0,15,0,0,0,15,0.076923,0.980519,0,3,115,15,0,0,15,0,4,0
0,0,0,0,0,0.0,1.0,0,0,0,0,8,0,0,0,8,0.14285699999999998,0.9523809999999999,0,6,70,8,0,0,9,0,2,0
110,38,5,58,103,4.913793,4.026667,285,58,1,1,302,1,43,0,264,0.40289899999999995,0.926126,0,1767,1890,75,0,0,75,0,1,1
90,39,13,63,96,4.421875,3.682927,283,64,0,0,302,0,48,1,249,0.41396000000000005,0.905783,0,1678,1817,82,0,0,82,0,0,1
19,22,13,34,55,3.184211,3.184211,121,38,1,0,121,0,99,0,212,0.45849799999999996,0.9226040000000001,0,1241,1241,38,0,0,38,0,6,1
36,23,38,41,53,5.837209,5.837209,251,43,4,0,251,0,94,0,210,0.333333,0.94958,0,1958,1958,43,0,0,43,0,2,1
0,1,2,36,2,3.277778,3.277778,118,36,0,34,118,36,1,0,38,0.0017829999999999999,0.985714,0,818,818,36,2,0,34,2,2,0
0,1,0,0,2,3.0,1.222222,3,1,0,0,11,0,1,0,11,0.0,1.0,0,10,34,9,0,0,9,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,13,0,0,0,13,0.090909,0.916667,0,7,67,13,0,0,13,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,11,0,0,0,11,0.11111099999999999,0.9,0,2,52,11,0,0,11,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,14,0,0,0,14,0.076923,0.923077,0,68,68,14,0,0,15,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,14,0,0,0,14,0.076923,0.923077,0,68,68,14,0,0,15,0,0,0
36,23,0,8,57,5.555556,5.555556,50,9,0,0,50,0,26,0,75,0.642857,0.78125,0,429,429,9,0,0,9,0,3,1
8,21,0,1,137,67.5,45.333333,135,2,0,0,136,0,22,0,140,1.0,0.9722219999999999,0,407,413,3,0,0,3,0,2,1
0,0,0,0,0,0.0,1.0,0,0,0,0,4,0,0,0,4,0.333333,0.666667,0,0,20,4,0,0,5,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,6,0,0,0,6,0.2,0.8,0,28,28,6,0,0,7,0,0,0
0,0,1,0,0,1.0,1.0,1,1,0,0,1,0,0,0,1,1.0,0.0,0,69,69,1,0,0,1,0,17,0
0,0,1,0,0,1.0,1.0,1,1,0,0,1,0,0,0,1,1.0,0.0,0,79,79,1,0,0,1,0,42,0
0,0,0,0,0,0.0,1.0,0,0,0,0,14,0,0,0,14,0.076923,0.923077,0,59,59,14,0,0,15,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,42,0,1,0,42,0.024390000000000002,0.984991,0,204,204,42,0,0,43,0,5,0
0,0,0,0,0,0.0,1.0,0,0,0,0,14,0,0,0,14,0.076923,0.923077,0,59,59,14,0,0,14,0,0,0
13,19,18,50,94,2.6274509999999998,2.5961540000000003,134,51,1,1,135,1,29,11,162,0.272727,0.966084,0,1315,1320,52,0,0,46,0,23,1
0,5,0,0,7,8.0,8.0,8,1,3,0,8,0,2,0,8,1.0,0.0,0,117,117,1,0,0,1,0,10,0
0,8,0,0,8,1.0,1.0,1,1,0,0,9,0,10,0,17,0.0,1.0,0,7,47,9,0,0,9,0,0,0
0,1,0,0,4,1.0,1.0,1,1,0,0,7,0,1,0,11,0.0,1.0,1,11,41,7,0,0,7,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,4,0,0,0,4,0.0,1.0,0,7,22,4,0,0,4,0,0,0
28,32,29,39,78,3.75,3.822222,150,40,4,0,172,0,35,0,155,0.161905,0.957168,0,1029,1134,45,0,1,44,1,6,1
1,4,0,8,3,1.111111,1.111111,10,9,0,0,10,0,12,0,20,0.0,0.0,0,82,82,9,0,0,9,0,0,0
0,0,0,0,0,1.0,1.222222,1,1,0,0,11,0,2,0,9,0.28571399999999997,0.875,0,43,43,9,0,0,9,0,0,0
0,0,0,2,0,1.25,1.125,5,4,0,0,9,0,0,0,8,0.333333,0.857143,1,20,40,8,0,0,8,0,0,0
0,0,1,3,0,1.166667,1.166667,7,6,0,0,7,0,0,2,6,1.0,0.9,0,33,33,6,0,0,6,0,1,0
0,0,0,0,0,1.0,1.0,2,2,0,0,5,0,0,0,5,0.0,1.0,0,41,56,5,0,0,5,0,4,0
0,0,0,0,0,1.0,1.0,1,1,0,0,8,0,0,0,8,0.0,1.0,0,12,47,8,0,0,8,0,0,0
4,3,0,0,4,2.0,1.25,4,2,0,0,10,0,13,0,58,0.0,0.0,0,21,85,8,0,0,8,0,0,0
2,1,0,4,2,1.6,1.12,8,5,0,1,28,1,3,0,29,0.202899,0.882576,0,114,214,25,0,0,25,0,1,0
6,1,0,0,2,1.0,1.0,1,1,0,0,7,0,15,0,55,0.0,0.0,0,3,77,7,0,0,7,0,0,0
6,1,0,0,2,1.0,1.0,1,1,0,0,7,0,14,0,55,0.0,0.0,0,3,76,7,0,0,7,0,0,0
14,27,1,49,49,3.960784,2.504762,202,51,0,16,263,16,38,2,154,0.04601,0.9930469999999999,0,1339,1950,105,0,0,105,0,25,1
0,1,0,0,1,1.0,1.0,1,1,0,0,1,0,3,0,12,1.0,0.0,0,38,38,1,0,0,1,0,15,0
0,1,0,1,1,1.0,1.0,3,3,0,0,12,0,2,0,13,0.0,1.0,0,57,147,12,0,0,12,0,0,0
63,20,1,25,56,8.307692,4.174603,216,26,0,6,263,6,23,6,168,0.311475,0.9595309999999999,0,1079,1562,63,0,0,63,0,16,1
126,50,4,45,178,7.282609,5.8125,335,46,1,2,372,2,93,4,555,0.330216,0.955267,0,1395,1635,64,0,0,64,0,0,1
163,60,0,50,227,7.117647,5.171053,363,51,4,0,393,0,65,11,420,0.405045,0.9610879999999999,0,2147,2345,76,0,0,76,0,2,1
26,20,1,32,47,7.352941,6.5,250,34,3,2,273,2,29,14,167,0.356275,0.924216,0,1371,1513,42,0,0,42,0,1,1
169,35,9,108,133,5.858333,5.338129,703,120,1,24,742,24,39,21,302,0.468492,0.977158,0,3336,3585,139,0,1,138,1,4,1
13,20,2,34,30,2.432432,2.325,90,37,4,4,93,4,21,3,78,0.011765000000000001,1.0,0,1062,1093,40,0,0,40,0,15,0
35,50,6,40,91,3.9761900000000003,3.4905660000000003,167,42,18,4,185,4,39,0,168,0.262626,0.9714,0,1951,2060,53,0,0,53,0,12,1
47,33,10,64,105,3.7230769999999995,3.282353,242,65,6,2,279,2,54,4,350,0.23843000000000003,0.977891,0,1901,2167,85,0,0,85,0,20,1
27,21,5,94,70,3.114583,2.854701,299,96,2,0,334,0,25,17,208,0.409842,0.968032,0,2424,2711,117,0,0,117,0,4,1
0,1,0,0,1,1.0,1.0,1,1,0,0,1,0,3,0,42,1.0,0.0,0,13,13,1,0,0,1,0,7,0
0,1,0,0,1,1.0,1.0,1,1,0,0,1,0,3,0,42,1.0,0.0,0,33,33,1,0,0,1,0,21,0
0,1,0,0,1,1.0,1.0,1,1,0,0,1,0,3,0,42,1.0,0.0,0,67,67,1,0,0,1,0,19,0
0,1,0,0,1,1.0,1.0,1,1,0,0,1,0,3,0,42,1.0,0.0,0,42,42,1,0,0,1,0,8,0
0,1,0,0,1,1.0,1.0,1,1,0,0,1,0,3,0,42,1.0,0.0,0,13,13,1,0,0,1,0,6,0
14,30,4,37,80,3.051282,2.869565,119,39,0,1,132,1,40,7,217,0.41538500000000006,0.959259,0,997,1091,46,0,0,46,0,1,1
18,20,33,45,48,5.978261,5.978261,275,46,0,3,275,3,24,0,102,0.318182,0.9444440000000001,0,1837,1837,46,0,0,46,0,1,1
0,0,0,0,0,1.0,1.0,2,2,0,0,8,0,0,0,23,0.6,0.714286,1,23,64,8,0,0,8,0,0,0
0,0,0,0,0,1.0,1.0,2,2,0,0,7,0,0,0,22,0.4,0.833333,1,24,57,7,0,0,7,0,0,0
64,17,50,64,54,7.848485,7.848485,518,66,1,4,518,4,22,0,126,0.230769,0.921795,0,3363,3363,66,0,0,66,0,2,1
8,0,1,0,0,1.0,1.0,1,1,0,0,1,0,3,0,1,1.0,0.0,0,270,270,1,0,0,1,0,10,0
0,0,1,0,0,1.0,1.0,1,1,2,0,1,0,0,0,1,1.0,0.0,0,41,41,1,0,0,1,0,7,0
30,22,3,25,40,5.033333,4.315789,151,30,1,2,164,2,49,1,174,0.326437,0.9054049999999999,0,989,1075,38,0,0,38,0,5,1
26,23,3,29,42,6.53125,5.018519,209,32,1,5,271,5,44,1,158,0.44237600000000005,0.766038,0,1257,1614,54,0,3,51,3,2,1
71,16,11,19,51,9.45,8.347826,189,20,0,0,192,0,21,0,86,0.49090900000000004,0.8272729999999999,0,1030,1054,23,0,0,23,0,0,1
119,67,0,30,140,13.032258,13.0,404,31,8,0,442,0,74,22,219,0.501894,0.692037,0,2410,2633,34,0,0,34,0,13,1
0,0,0,0,0,1.0,1.0,1,1,0,0,14,0,1,0,14,0.0,0.876923,0,4,121,14,0,0,14,0,0,0
0,0,0,1,0,1.0,1.0,2,2,0,0,10,0,0,0,10,0.333333,0.777778,0,26,74,10,0,0,10,0,0,0
8,9,8,12,12,7.461538000000001,7.0,97,13,4,2,98,2,8,0,40,0.3,0.8461540000000001,0,1154,1176,14,0,0,14,0,1,1
87,37,22,29,85,12.066667,11.575758,362,30,8,0,382,0,42,0,161,0.577778,0.787716,0,3455,3563,33,0,0,33,0,7,1
28,8,8,9,20,29.2,26.636364,292,10,0,0,293,0,13,0,43,1.0,0.722222,0,1248,1257,11,0,0,11,0,4,1
10,2,16,28,5,6.1,4.642857,183,30,0,9,195,9,2,0,47,0.224638,0.978771,0,986,1055,42,0,7,35,7,29,1
47,10,0,42,36,7.488372,7.488372,322,43,0,7,322,7,37,0,183,0.06387899999999999,0.833333,0,1527,1527,43,0,0,43,0,0,1
89,30,2,10,90,14.636364000000002,14.636364000000002,161,11,0,1,161,1,77,0,427,0.0,0.0,0,1147,1147,11,0,0,11,0,0,1
100,38,16,55,152,7.035088000000001,6.298507,401,57,0,1,422,1,56,0,268,0.414966,0.9196129999999999,0,2100,2216,67,0,0,67,0,1,1
68,19,11,29,63,12.916667,12.648649,465,36,0,2,468,2,56,1,219,0.005848,1.0,0,1825,1836,37,0,0,37,0,0,1
181,28,1,8,69,56.0,50.8,504,9,0,4,508,4,68,0,237,0.277778,0.8444440000000001,0,2043,2084,10,0,0,10,0,67,1
332,50,27,85,193,8.081395,8.081395,695,86,0,2,695,2,108,0,755,0.005445,0.968627,0,4973,4973,86,0,0,86,0,3,1
2,0,0,5,0,1.142857,1.05,8,7,0,0,21,0,2,2,20,0.130719,0.942105,0,32,99,20,0,0,20,0,0,0
79,32,0,64,75,5.5074629999999996,4.814815,369,67,0,7,390,7,48,1,163,0.43956000000000006,0.9566959999999999,0,1731,1854,81,0,0,81,0,13,1
123,41,8,13,99,14.411764999999999,13.526316,245,17,0,3,257,3,52,0,181,0.28571399999999997,1.0,0,1217,1268,19,0,0,19,0,0,1
0,0,0,0,0,1.0,1.0,2,2,0,0,3,0,1,0,3,1.0,1.0,0,33,47,3,0,0,3,0,8,0
77,31,0,17,77,9.0,9.0,198,22,0,3,198,3,57,0,224,0.073529,0.9523809999999999,0,1261,1261,22,0,0,22,0,0,1
63,25,1,34,42,3.972222,2.5970150000000003,143,36,0,6,174,6,36,0,123,0.15625,0.972348,0,849,1012,67,0,0,67,0,9,1
123,49,1,72,158,6.7945210000000005,6.7945210000000005,496,73,0,0,496,0,73,1,396,0.006036,0.9444440000000001,0,6908,6908,73,0,0,73,0,1,1
25,15,0,50,43,4.235294000000001,3.704918,216,51,1,0,226,0,21,0,110,0.23502800000000001,0.960606,0,1544,1606,61,0,0,61,0,1,1
0,0,1,0,0,1.0,1.0,1,1,0,0,1,0,0,0,1,1.0,0.0,0,65,65,1,0,0,1,0,57,0
22,25,7,13,70,8.928571,8.176471000000001,125,14,2,1,139,1,28,8,140,0.194444,0.947917,0,933,1040,17,0,0,17,0,5,1
27,26,4,76,77,2.441558,2.196429,188,77,1,5,246,5,34,9,229,0.103862,0.993721,0,1321,1626,112,0,0,111,0,65,1
0,0,0,0,0,0.0,1.0,0,0,0,0,6,0,1,0,6,0.2,0.8,0,1,52,6,0,0,6,0,0,0
37,32,8,41,55,7.651163,6.903846000000001,329,43,10,8,359,9,28,3,125,0.283391,0.9707389999999999,0,2982,3148,52,1,2,49,3,33,1
0,0,1,0,0,1.0,1.0,1,1,0,0,1,0,0,0,1,1.0,0.0,1,43,43,1,0,0,1,0,10,0
32,18,1,25,65,6.346154,5.515152,165,26,3,0,182,0,24,17,145,0.301075,0.956782,0,1668,1801,33,0,2,31,2,21,1
20,9,1,28,42,8.25,8.066667,231,28,0,0,242,0,15,22,75,0.28325100000000003,0.951933,0,1380,1421,30,0,0,30,0,16,1
46,12,3,42,82,5.046512,4.283019,217,43,0,1,227,1,25,4,138,0.477891,0.951442,0,1562,1662,53,0,0,53,0,14,1
70,27,7,41,66,6.047619,5.326531,254,42,0,0,261,0,37,10,130,0.404878,0.958965,0,1961,2030,49,0,3,46,3,18,1
0,0,0,0,0,1.0,1.0,1,1,0,0,9,0,0,0,9,0.14285699999999998,0.875,0,6,118,9,0,0,9,0,0,0
0,0,0,0,0,1.0,1.0,5,5,0,0,21,0,0,0,21,0.06666699999999999,0.95,0,121,335,21,0,0,21,0,0,0
23,15,14,52,31,3.678571,3.583333,206,56,2,0,215,0,43,11,348,0.337979,0.9152540000000001,0,1339,1399,60,0,0,60,0,1,1
0,0,0,0,0,1.0,1.0,5,5,0,0,11,0,0,0,11,0.0,1.0,0,77,127,11,0,0,11,0,0,0
0,1,0,0,3,1.0,1.0,4,4,0,0,16,0,1,0,19,0.090909,0.933333,0,108,214,16,0,0,16,0,0,0
142,68,78,112,161,6.324561,6.075,721,114,3,0,729,0,84,13,345,0.4,0.9830530000000001,0,4115,4156,120,0,1,119,1,40,1
146,16,1,9,26,16.2,15.0,162,10,0,1,165,1,24,1,39,0.47222200000000003,1.0,0,1624,1648,11,0,0,11,0,96,1
5,1,0,0,1,2.0,1.75,6,3,0,0,21,0,1,0,25,0.611111,0.681818,0,17,131,12,0,0,12,0,0,0
49,16,7,15,23,11.0,10.55,176,16,1,0,211,0,17,0,52,0.48484799999999995,0.908587,0,852,1078,20,0,0,20,0,12,1
13,10,5,16,18,8.352941,8.352941,142,17,1,0,142,0,17,0,42,0.454545,0.8860290000000001,0,1128,1128,17,0,0,17,0,3,1
174,54,7,54,137,8.418182,7.6666669999999995,463,55,9,0,483,0,78,0,231,0.375758,0.9727520000000001,0,4361,4491,63,0,1,62,1,49,1
0,1,0,1,1,1.0,1.0,1,1,0,1,1,1,1,0,2,1.0,0.0,0,8,8,1,0,0,1,0,0,0
0,0,0,1,0,1.5,1.166667,3,2,0,0,7,0,0,0,6,0.2,0.9,0,18,38,6,0,0,6,0,0,0
0,0,0,1,0,1.0,1.0,1,1,0,0,1,0,1,0,1,1.0,0.0,0,16,16,1,0,0,2,0,0,0
5,15,0,7,32,6.538462,3.666667,85,13,12,0,99,0,15,3,103,0.22380999999999998,0.951417,0,1413,1469,27,0,1,26,1,1,0
0,3,0,0,12,3.0,3.0,3,1,1,0,3,0,2,0,13,1.0,0.0,1,232,232,1,0,0,1,0,0,0
11,8,8,20,20,4.0,3.068966,80,20,1,0,89,0,17,0,93,0.261905,0.909226,0,506,541,29,0,0,29,0,1,1
16,15,8,34,44,5.888889,5.888889,212,36,3,32,212,32,14,0,90,0.113846,0.914286,0,1485,1485,36,0,0,36,0,1,1
91,47,43,76,118,7.0,6.144444,539,77,4,1,553,1,52,0,260,0.416425,0.948262,0,3175,3392,90,0,0,90,0,12,1
54,21,13,19,50,11.25,10.761905,225,20,0,3,226,3,25,0,113,0.428571,0.953571,0,1191,1201,21,0,0,21,0,6,1
16,25,4,60,34,2.3870970000000002,2.0,148,62,5,1,176,1,30,1,132,0.14694400000000002,0.985925,0,1063,1210,88,0,0,88,0,13,1
1,2,1,1,2,2.0,2.0,2,1,0,0,2,0,2,0,3,1.0,0.0,0,10,10,1,0,0,2,0,0,0
58,48,5,134,135,2.805755,2.482587,390,139,8,2,499,2,59,9,470,0.106476,0.983611,0,2855,3652,201,0,11,190,11,10,1
51,31,6,18,58,12.5,9.034483,250,20,3,1,262,1,31,0,128,0.471429,0.947368,0,1005,1101,29,0,2,27,2,13,1
53,41,14,38,110,8.833333,8.355556,371,42,1,4,376,4,47,5,263,0.378917,0.8279219999999999,0,1538,1564,45,0,0,45,0,1,1
66,37,28,39,67,5.275,5.275,211,40,4,1,211,1,47,0,210,0.381818,0.9435899999999999,0,1353,1353,40,0,0,40,0,4,1
0,4,1,3,4,1.0,1.0,4,4,2,1,5,1,2,0,9,0.0,1.0,0,57,61,5,0,1,4,1,1,0
0,1,0,1,1,7.0,7.0,7,1,0,0,7,0,1,0,2,1.0,0.0,0,24,24,1,0,0,2,0,0,0
0,0,0,4,0,1.0,1.0,4,4,0,0,8,0,0,0,8,0.14285699999999998,0.857143,0,5,17,8,0,0,9,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,4,0,0,0,4,0.0,1.0,0,20,45,4,0,0,4,0,7,0
7,19,10,53,52,4.089286,3.859375,229,56,2,1,247,1,51,7,241,0.088627,0.9658120000000001,0,1286,1371,64,0,0,64,0,5,1
25,35,9,20,57,3.047619,2.6538459999999997,64,21,24,0,69,0,28,1,129,0.383333,0.9485709999999999,0,1058,1079,26,0,0,26,0,2,1
0,0,0,0,0,1.0,1.0,1,1,0,0,11,0,1,0,11,0.11111099999999999,0.9,1,27,27,11,0,0,11,0,0,0
14,20,3,39,56,2.875,2.595745,115,40,14,0,122,0,28,4,115,0.398671,0.917391,0,965,1008,47,0,0,47,0,2,1
146,60,23,29,76,2.4,2.3870970000000002,72,30,34,0,74,0,47,0,116,0.428571,0.9818180000000001,0,1858,1881,31,0,0,31,0,2,1
8,7,0,16,9,2.111111,1.8695650000000001,38,18,0,0,43,0,10,1,38,0.785714,0.779221,0,440,510,23,0,0,23,0,2,1
0,0,0,0,0,1.0,1.0,3,3,0,0,3,0,1,0,3,1.0,1.0,0,38,38,3,0,0,3,0,3,0
0,0,0,0,0,1.0,1.0,1,1,0,0,1,0,4,0,1,1.0,0.0,0,57,57,1,0,0,1,0,0,0
26,17,4,23,39,5.96,5.6666669999999995,149,25,1,1,153,4,31,5,162,0.490476,0.954094,0,1014,1032,27,3,4,20,7,19,1
0,0,0,0,0,1.0,1.0,1,1,0,0,7,0,1,0,7,0.0,1.0,0,53,106,7,0,0,7,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,9,0,0,0,9,0.14285699999999998,0.875,0,6,118,9,0,0,9,0,0,0
0,0,0,0,0,1.0,1.0,5,5,0,0,11,0,0,0,11,0.0,1.0,0,92,142,11,0,0,11,0,0,0
26,18,14,66,62,4.686567,4.951807,314,67,2,2,411,2,21,13,155,0.392888,0.9534370000000001,0,2997,3547,83,0,2,81,2,3,1
20,12,3,14,23,6.0,5.411765,90,15,0,1,92,1,24,4,240,0.346154,0.9365379999999999,0,1031,1052,17,0,0,17,0,24,1
12,16,3,36,35,6.1081080000000005,5.846154,226,37,1,3,228,3,25,6,220,0.334454,0.966507,0,1676,1699,39,0,0,39,0,3,1
0,0,0,0,0,1.0,1.0,2,2,0,0,10,0,0,0,10,0.14285699999999998,0.933333,0,78,182,10,0,0,10,0,1,0
13,10,1,32,17,3.558824,3.1333330000000004,121,34,0,0,141,0,12,1,69,0.44367,0.913636,0,1157,1404,45,0,1,44,1,0,1
0,0,0,1,0,1.0,1.0,2,2,0,0,3,0,0,0,3,1.0,0.5,0,14,22,3,0,0,3,0,0,0
1,2,0,4,5,1.4,1.133333,7,5,0,0,17,0,3,0,21,0.21978000000000003,0.867347,0,53,147,15,0,0,15,0,0,0
4,1,1,0,1,1.0,1.0,1,1,0,0,1,0,2,0,4,1.0,0.0,0,38,38,1,0,0,1,0,10,0
5,1,1,0,1,1.0,1.0,1,1,0,0,1,0,2,0,4,1.0,0.0,0,32,32,1,0,0,1,0,9,0
4,1,1,0,1,1.0,1.0,1,1,0,0,1,0,2,0,4,1.0,0.0,0,43,43,1,0,0,1,0,9,0
3,1,1,0,1,1.0,1.0,1,1,0,0,1,0,2,0,4,1.0,0.0,0,29,29,1,0,0,1,0,8,0
9,1,1,0,1,1.0,1.0,1,1,0,0,1,0,2,0,4,1.0,0.0,0,105,105,1,0,0,1,0,27,0
0,3,0,10,5,1.090909,1.0714290000000002,12,11,0,1,15,1,4,0,19,0.076923,0.9038459999999999,0,174,214,14,0,0,14,0,0,0
6,2,0,8,2,1.0,1.0,8,8,0,0,8,0,4,0,10,0.0,0.0,0,83,83,8,0,8,0,8,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,3,0,3,0,9,0.0,1.0,0,15,35,3,0,0,3,0,3,0
0,0,0,0,0,0.0,1.0,0,0,0,0,3,0,2,0,9,0.0,1.0,0,16,37,3,0,0,3,0,3,0
14,20,7,52,85,4.207547,3.615385,223,53,0,0,235,0,26,6,166,0.260652,0.9263389999999999,0,1489,1600,65,0,51,10,51,2,1
0,1,0,0,1,2.0,1.888889,2,1,0,0,17,0,2,0,10,1.0,0.1875,0,11,153,9,0,0,9,0,1,0
0,1,0,3,1,1.0,1.0,4,4,0,0,4,0,2,0,5,0.333333,0.666667,0,17,17,4,0,0,4,0,0,0
1,3,0,1,3,3.0,3.0,3,1,0,0,3,0,12,0,19,1.0,0.0,0,19,19,1,0,0,1,0,1,0
0,0,0,0,0,1.0,1.0,1,1,0,0,5,0,0,0,5,0.333333,0.75,0,3,15,5,0,0,5,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,11,0,0,0,11,0.177778,0.85,1,23,23,11,0,0,11,0,0,0
0,0,0,0,0,1.0,1.0,1,1,3,0,7,0,0,0,7,0.2,0.833333,0,65,83,7,0,0,7,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,8,0,0,0,8,0.14285699999999998,0.857143,1,18,18,8,0,0,8,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,13,0,0,0,13,0.090909,0.916667,1,30,30,13,0,0,13,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,10,0,1,0,14,0.2,0.833333,0,48,48,10,0,0,11,0,0,0
0,0,0,0,0,6.0,1.625,6,1,0,0,13,0,0,0,8,0.047619,0.97619,0,31,52,8,0,0,8,0,0,0
0,0,0,0,0,1.0,1.0,2,2,0,0,14,0,0,0,14,0.090909,0.923077,0,52,52,14,0,0,14,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,6,0,0,0,6,0.2,0.8,0,15,15,6,0,0,6,0,0,0
0,0,0,0,0,1.0,1.153846,1,1,0,0,15,0,0,0,13,0.151515,0.8888889999999999,0,57,57,13,0,0,13,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,10,0,0,0,10,0.11111099999999999,0.8888889999999999,0,22,22,10,0,0,11,0,0,0
0,0,0,0,0,0.0,1.0,0,0,0,0,1,0,0,0,1,1.0,0.0,0,10,20,1,0,0,1,0,1,0
3,17,3,38,35,2.5365849999999996,2.2352939999999997,104,41,0,0,152,0,29,5,163,0.12903199999999998,0.964791,0,1078,1541,68,0,0,68,0,13,1
7,8,3,7,9,2.857143,2.857143,20,7,0,1,20,7,9,0,20,0.0,0.0,0,135,135,7,6,0,1,6,0,0
0,2,0,2,2,1.25,1.166667,5,4,0,0,7,0,3,0,8,0.666667,0.85,0,38,54,6,0,0,6,0,1,0
0,0,0,0,0,1.0,1.0,1,1,0,0,5,0,0,0,5,0.333333,0.75,0,8,44,5,0,0,5,0,0,0
14,15,2,49,40,2.326531,2.178571,114,49,2,16,122,16,17,0,102,0.25995799999999997,0.9717870000000001,0,1057,1099,56,0,7,50,7,18,1
