NOAM_type,WOC_type,TCC_type,LCOM5_type,number_private_visibility_methods,isStatic_type,LOC_package,NOCS_type,AMW_type,FANOUT_type,CFNAMM_type,NOMNAMM_package,NOM_package,number_static_methods,AMWNAMM_type,number_standard_design_methods,number_not_final_static_methods,LOC_type,NOMNAMM_type,WMC_type,number_not_final_not_static_methods,RFC_type,ATFD_type,WMCNAMM_type,number_private_visibility_attributes,number_protected_visibility_methods,DIT_type,num_not_final_not_static_attributes,NOA_type,number_not_abstract_not_final_methods,number_abstract_methods,LOCNAMM_type,CBO_type,NOM_type,number_final_static_methods,NIM_type,is_data_class
13,0.13333299999999998,0.089744,0.9285709999999999,0,0,758,0,1.0,0,0,21,39,0,1.0,0,0,97,2,15,15,15,0,2,7,0,1,7,7,15,0,17,0,15,0,0.0,1
5,0.0,0.2,0.857143,0,0,758,0,1.0,0,0,21,39,0,1.0,1,0,47,3,8,8,8,0,3,3,0,1,3,3,8,0,17,0,8,0,0.0,1
0,0.8472219999999999,0.154327,0.970951,7,0,7907,0,2.680556,53,67,326,389,72,2.680556,72,70,1550,72,193,0,144,12,193,22,0,1,0,33,70,0,1550,55,72,2,0.0,0
4,0.5,0.14285699999999998,0.857143,0,0,419,0,1.0,0,0,14,21,0,1.0,4,0,49,4,8,9,8,0,4,4,0,1,4,4,9,0,25,0,8,0,0.0,1
0,0.6,1.0,0.5,0,0,598,0,1.333333,1,2,33,43,0,1.333333,2,0,31,3,4,3,9,0,4,0,0,2,2,2,3,0,31,1,3,0,4.0,0
2,0.727273,0.42674300000000004,0.9638690000000001,1,0,1238,1,4.1,12,34,46,49,0,4.263158,37,0,1127,38,164,40,88,14,162,5,22,1,14,22,40,0,1100,11,40,0,0.0,0
0,0.46738201,0.0,0.0,0,0,1238,0,2.333333,0,0,46,49,0,2.333333,3,0,29,3,7,4,3,1,7,0,0,1,0,0,4,0,29,1,3,0,0.0,0
6,0.0,0.2,0.8,0,0,12094,0,1.0,0,0,469,560,0,0.0,0,0,61,0,6,7,6,0,0,3,0,1,3,3,7,0,19,0,6,0,0.0,1
39,0.46738201,0.24011,0.9896450000000001,4,0,12094,46,2.770701,69,181,469,560,0,3.194915,118,0,3877,118,435,157,366,43,377,22,62,1,32,39,155,2,3392,31,157,0,38.04488778,0
4,0.75,0.278325,0.92619,1,0,12436,0,10.709677000000001,1,1,462,596,1,12.037037,26,1,1399,27,332,30,32,3,325,3,18,1,14,28,31,0,1357,2,31,0,0.0,0
3,0.140845,0.4,0.9865079999999999,8,0,5065,0,7.904762,27,60,266,282,1,8.222222,15,1,1381,18,166,20,115,38,148,4,1,1,3,63,21,0,1277,34,21,0,0.0,0
4,0.21739099999999997,0.535714,0.953571,0,0,1005,0,3.4444440000000003,0,0,30,38,1,5.2,4,1,177,5,31,8,9,0,26,2,0,1,14,35,9,0,161,0,9,0,0.0,0
4,0.2,0.6,0.6,0,0,3877,0,1.0,3,3,197,376,0,1.0,1,0,36,2,6,6,13,1,2,0,1,2,2,2,6,0,24,5,6,0,4.0,1
6,0.25,0.194444,0.91358,0,0,3877,0,2.0,4,3,197,376,0,3.5,3,0,106,4,20,10,17,6,14,0,2,1,9,9,10,0,80,5,10,0,0.0,1
6,0.14285699999999998,0.2,0.833333,0,1,3877,0,1.0,0,0,197,376,0,1.0,0,0,21,1,7,7,7,0,1,0,0,1,3,3,7,0,3,1,7,0,0.0,1
6,0.14285699999999998,0.2,0.666667,0,1,3877,0,1.0,0,0,197,376,0,1.0,0,0,20,1,7,7,7,0,1,0,0,1,3,3,7,0,2,0,7,0,0.0,1
0,0.0,1.0,0.0,1,0,3667,0,1.0,4,4,58,65,0,1.0,0,0,71,1,1,1,5,0,1,0,0,1,0,6,1,0,71,4,1,0,0.0,0
0,1.0,1.0,0.857143,5,0,269,0,3.0,1,1,8,8,2,3.0,8,1,269,8,24,5,9,0,24,0,0,1,0,3,6,0,269,1,8,1,0.0,0
2,0.46738201,0.0,1.0,1,0,382,0,4.272727,0,0,9,11,1,4.555556,8,1,382,9,47,10,11,0,41,0,2,1,1,1,9,2,337,0,11,0,38.04488778,0
13,0.14285699999999998,0.090909,0.9285709999999999,1,0,1713,0,1.066667,2,1,58,72,0,1.0,0,0,175,2,16,15,18,2,2,6,0,1,6,6,15,0,34,2,15,0,0.0,1
0,0.380952,0.25,0.969551,17,0,2003,2,4.76,13,31,67,73,8,4.76,25,4,1157,25,119,17,75,17,119,39,0,2,20,52,21,0,1157,14,25,4,4.0,0
4,0.2,0.0,1.0,0,0,2003,0,1.0,0,0,67,73,0,1.0,0,0,35,1,5,5,5,0,1,4,0,1,4,4,5,0,11,2,5,0,0.0,1
1,0.375,0.333333,0.980993,52,0,4599,1,6.290323,22,48,115,128,8,6.360656,60,7,2958,61,390,54,136,33,388,43,4,2,35,69,61,0,2937,29,62,1,15.0,0
10,0.0,0.11111099999999999,0.8888889999999999,0,0,1457,0,1.0,0,0,32,56,0,0.0,0,0,109,0,10,11,10,0,0,5,0,1,5,5,11,0,109,1,10,0,0.0,1
12,0.266667,0.286765,0.941176,8,0,2496,2,5.2307690000000004,4,13,46,76,0,6.928571000000001,13,0,1184,14,136,26,44,10,97,1,3,1,16,17,26,0,953,6,26,0,0.0,0
6,0.14285699999999998,0.23809499999999997,0.777778,0,0,710,0,1.0,0,0,30,43,0,1.0,1,0,44,1,7,8,7,0,1,3,0,1,3,3,8,0,14,1,7,0,0.0,1
3,0.8064520000000001,0.25243899999999997,0.9350649999999999,3,0,16067,0,4.444444,9,38,839,1014,0,4.6666669999999995,41,0,1065,42,200,45,94,28,196,0,14,4,34,37,45,0,1033,9,45,0,516.0,0
38,0.669565,0.30846599999999996,0.9758450000000001,3,0,16067,2,3.489209,17,70,839,1014,2,4.316832,97,2,2907,101,485,137,213,9,436,0,21,1,28,28,139,0,2435,17,139,0,0.0,0
17,0.055555999999999994,0.058824,0.9477120000000001,0,0,2335,0,1.0,0,0,39,117,0,1.0,0,0,179,1,18,18,18,0,1,0,0,1,9,9,18,0,43,0,18,0,0.0,1
2,0.6,1.0,0.666667,0,0,1207,0,1.4285709999999998,2,4,50,69,0,1.2,2,0,98,5,10,7,22,0,6,1,0,2,1,2,7,0,68,3,7,0,11.0,0
0,1.0,0.0,0.0,0,0,1207,0,1.5,0,0,50,69,2,1.5,2,2,44,2,3,0,2,0,3,0,0,1,0,0,2,0,44,0,2,0,0.0,0
4,0.428571,0.4,0.75,0,0,419,0,1.0,0,0,23,27,0,1.0,1,0,75,3,7,7,7,0,3,2,0,1,2,2,7,0,35,0,7,0,0.0,1
2,0.6,0.2,0.75,0,0,87,0,1.2,1,1,12,17,0,1.333333,3,0,26,3,6,5,7,1,4,0,0,1,2,2,5,0,15,1,5,0,0.0,0
7,0.125,0.14285699999999998,0.857143,0,0,423,0,1.0,0,0,23,87,0,1.0,1,0,32,1,8,8,8,0,1,4,0,1,4,4,8,0,32,0,8,0,0.0,1
6,0.0,0.2,0.8,0,1,423,0,1.0,0,0,23,87,0,0.0,0,0,24,0,6,7,6,0,0,3,0,1,3,3,7,0,24,2,6,0,0.0,1
6,0.0,0.2,0.8,0,1,1934,0,1.0,0,0,327,410,0,0.0,0,0,25,0,6,7,6,0,0,3,0,1,3,3,7,0,25,2,6,0,0.0,1
6,0.14285699999999998,0.2,0.833333,0,1,1934,0,1.0,0,0,327,410,0,1.0,0,0,29,1,7,7,7,0,1,3,0,1,3,3,7,0,29,2,7,0,0.0,1
6,0.0,0.2,0.8,0,0,210,0,1.0,0,0,16,49,0,0.0,0,0,24,0,6,7,6,0,0,3,0,1,3,3,7,0,24,2,6,0,0.0,1
6,0.0,0.2,0.8,0,0,210,0,1.0,0,0,16,49,0,0.0,0,0,23,0,6,6,6,0,0,3,0,1,3,3,6,0,23,2,6,0,0.0,1
8,0.0,0.14285699999999998,0.857143,0,0,210,0,1.0,0,0,16,49,0,0.0,0,0,31,0,8,8,8,0,0,4,0,1,4,4,8,0,31,1,8,0,0.0,1
0,0.46738201,1.0,0.0,0,0,2888,0,1.0,0,0,235,235,0,1.0,1,0,3,1,1,1,1,0,1,0,0,1,0,0,1,0,3,0,1,0,0.0,0
0,0.46738201,1.0,0.0,0,0,2888,0,1.0,2,2,235,235,0,1.0,1,0,3,1,1,1,3,0,1,0,0,1,0,0,1,0,3,3,1,0,0.0,0
0,0.0,1.0,0.0,0,0,340,0,1.0,0,0,2,2,0,1.0,0,0,230,1,1,1,1,0,1,0,1,1,0,109,1,0,230,0,1,0,0.0,0
0,0.0,1.0,0.0,0,0,340,0,1.0,0,0,2,2,0,1.0,0,0,110,1,1,1,1,12,1,0,1,1,0,33,1,0,110,1,1,0,0.0,0
0,1.0,1.0,1.0,0,0,40,0,2.0,1,1,2,2,0,2.0,1,0,40,2,4,2,3,3,4,0,0,1,3,3,2,0,40,2,2,0,0.0,0
0,1.0,1.0,0.0,3,0,1004,0,5.8,15,27,41,41,0,5.8,4,0,214,5,29,5,51,25,29,0,0,2,0,0,5,0,214,22,5,0,5.0,0
6,0.2,0.6,0.8888889999999999,1,0,2913,4,3.571429,10,13,214,322,0,1.0,0,0,272,1,25,7,21,3,1,0,1,5,6,6,7,0,96,8,7,0,520.0,1
0,1.0,0.0,0.0,0,0,473,0,3.428571,11,16,32,32,1,3.428571,7,1,151,7,24,7,37,3,24,0,0,2,0,0,8,0,151,11,7,0,10.0,0
4,0.125,0.0,1.0,0,0,44,0,1.0,0,0,3,7,0,1.0,0,0,34,1,5,5,5,0,1,0,0,1,4,7,5,0,14,1,5,0,0.0,1
3,0.909091,0.340244,0.9444440000000001,0,0,3417,1,5.953488,21,89,161,181,0,6.225,38,0,1400,40,256,43,302,34,249,1,10,3,2,3,43,0,1348,38,43,0,123.0,0
6,0.0,0.2,0.8,0,0,24196,0,1.0,0,0,1562,1857,0,0.0,0,0,31,0,6,7,6,0,0,0,0,1,3,3,7,0,1,0,6,0,0.0,1
5,0.28571399999999997,0.3,1.0,0,0,6239,0,1.142857,0,0,335,404,0,1.0,0,0,63,2,8,7,7,0,2,0,0,3,5,5,7,0,20,1,7,0,14.0,1
46,0.620438,0.272109,0.984425,3,0,16063,13,3.175325,36,80,749,950,1,3.833333,105,1,2792,108,489,153,248,20,414,20,20,1,38,47,154,0,2378,30,154,0,0.0,0
18,0.627907,0.439626,0.9644440000000001,5,0,16063,3,3.8909089999999997,21,51,749,950,0,5.243243,36,0,1299,37,214,55,120,19,194,23,0,1,25,25,55,0,1179,20,55,0,0.0,0
4,0.428571,0.23809499999999997,0.777778,0,0,467,0,1.285714,0,0,16,20,0,1.0,3,0,79,3,9,7,7,0,3,3,0,1,3,3,7,0,45,0,7,0,0.0,1
4,0.2,0.0,1.0,0,1,1875,0,1.0,0,0,40,65,0,1.0,0,0,63,1,5,5,5,0,1,4,0,1,4,4,5,0,35,0,5,0,0.0,1
10,0.090909,0.11111099999999999,0.9,0,1,5472,0,1.0,0,0,75,224,0,1.0,0,0,117,1,11,11,11,0,1,5,0,1,5,5,11,0,47,0,11,0,0.0,1
6,0.14285699999999998,0.0,1.0,0,1,7792,0,1.0,0,0,163,230,0,1.0,0,0,101,1,7,7,7,0,1,6,0,1,6,6,7,0,53,1,7,0,0.0,1
6,0.181818,0.2,1.0,0,0,7639,0,1.0,1,1,239,261,0,1.0,0,0,48,2,8,8,14,0,2,3,0,2,3,6,8,0,18,1,8,0,5.0,1
0,1.0,0.3,0.833333,2,0,7639,0,23.857143,2,14,239,261,7,23.857143,7,7,1217,7,167,0,38,17,167,1,0,1,0,1,7,0,1217,2,7,0,0.0,0
10,0.166667,0.11111099999999999,0.909091,0,1,1908,0,1.0,0,0,40,62,0,1.0,0,0,125,2,12,12,12,0,2,5,0,1,5,5,12,0,55,0,12,0,0.0,1
6,0.14285699999999998,0.0,1.0,0,1,1908,0,1.0,0,0,40,62,0,1.0,0,0,91,1,7,7,7,0,1,6,0,1,6,6,7,0,49,0,7,0,0.0,1
6,0.25,0.2,0.857143,0,1,2505,0,1.0,0,0,63,75,0,1.0,0,0,81,2,8,8,8,0,2,3,0,1,3,3,8,0,39,0,8,0,0.0,1
23,0.744186,0.347339,0.961792,7,0,4016,7,3.107527,35,71,203,326,6,3.628571,69,6,1494,70,289,87,202,27,254,33,0,1,25,33,93,0,1324,38,93,0,0.0,0
0,0.8,0.0,1.0,3,0,6189,11,25.857143,9,23,103,111,4,25.857143,7,4,5126,7,181,3,134,34,181,8,0,7,7,9,7,0,5126,25,7,0,158.0,0
0,0.8,0.0,1.0,4,0,6405,11,23.125,11,25,113,121,5,23.125,8,5,5349,8,185,3,134,34,185,8,0,7,7,9,8,0,5349,25,8,0,158.0,0
6,0.4,0.166667,0.8611110000000001,0,0,145,0,1.0,4,4,8,14,0,1.0,3,0,78,4,10,10,20,2,4,4,0,2,4,4,10,0,33,7,10,0,4.0,1
22,0.0,0.044118,0.9685309999999999,5,0,475,0,1.0,0,0,5,43,0,1.0,0,0,292,1,23,23,23,0,1,11,1,1,11,13,23,0,69,0,23,0,0.0,1
22,0.0,0.047619,0.960317,0,0,224,0,1.0,0,0,0,22,0,0.0,0,0,224,0,22,23,22,0,0,11,0,1,11,12,23,0,8,0,22,0,0.0,1
10,0.0,0.11111099999999999,0.9722219999999999,0,0,1119,0,1.0,0,0,10,136,0,0.0,0,0,89,0,10,11,10,0,0,5,0,1,5,8,11,0,9,0,10,0,0.0,1
14,0.047619,0.076923,0.994505,0,0,1119,0,1.0,0,0,10,136,0,1.0,0,0,119,1,15,15,15,0,1,7,0,1,7,13,15,0,7,0,15,0,0.0,1
14,0.052632000000000005,0.076923,0.980519,0,0,1119,0,1.0,0,0,10,136,0,1.0,0,0,115,1,15,15,15,0,1,7,0,1,7,11,15,0,3,0,15,0,0.0,1
8,0.0,0.14285699999999998,0.9523809999999999,0,0,1119,0,1.0,0,0,10,136,0,0.0,0,0,70,0,8,9,8,0,0,4,0,1,4,6,9,0,6,0,8,0,0.0,1
14,0.055555999999999994,0.076923,0.9714290000000001,0,0,1119,0,1.0,0,0,10,136,0,1.0,0,0,113,1,15,15,15,0,1,7,0,1,7,10,15,0,1,0,15,0,0.0,1
17,0.757143,0.40289899999999995,0.926126,5,0,2701,1,4.026667,38,103,126,156,1,4.913793,58,1,1890,58,302,74,264,110,285,15,0,1,14,15,75,0,1767,43,75,0,0.0,0
18,0.735294,0.41396000000000005,0.905783,13,0,2443,0,3.682927,39,96,126,144,0,4.421875,63,0,1817,64,302,82,249,90,283,19,1,1,19,19,82,0,1678,48,82,0,0.0,0
0,0.892857,0.45849799999999996,0.9226040000000001,13,0,5176,1,3.184211,22,55,166,173,0,3.184211,34,0,1241,38,121,38,212,19,121,19,0,2,9,22,38,0,1241,99,38,0,114.0,0
0,1.0,0.333333,0.94958,38,0,5176,4,5.837209,23,53,166,173,0,5.837209,41,0,1958,43,251,43,210,36,251,17,0,2,5,17,43,0,1958,94,43,0,114.0,0
0,0.9714290000000001,0.0017829999999999999,0.985714,2,0,1401,0,3.277778,1,2,64,74,36,3.277778,36,34,818,36,118,0,38,0,118,1,0,1,0,2,34,0,818,1,36,2,0.0,0
8,0.11111099999999999,0.0,1.0,0,0,1401,0,1.222222,1,2,64,74,0,3.0,0,0,34,1,11,9,11,0,3,8,0,1,8,8,9,0,10,1,9,0,0.0,1
24,0.11111099999999999,0.04,0.9615379999999999,0,0,6541,0,1.0,0,0,350,696,0,1.0,2,0,131,3,27,27,27,0,3,13,0,1,13,13,27,0,11,1,27,0,0.0,1
12,0.076923,0.090909,0.916667,0,0,6541,0,1.0,0,0,350,696,0,1.0,0,0,67,1,13,13,13,0,1,6,0,1,6,6,13,0,7,0,13,0,0.0,1
10,0.090909,0.11111099999999999,0.9,0,0,427,0,1.0,0,0,32,42,0,1.0,0,0,52,1,11,11,11,0,1,5,0,1,5,5,11,0,2,0,11,0,0.0,1
14,0.0,0.076923,0.923077,0,0,1185,0,1.0,0,0,47,109,0,0.0,0,0,68,0,14,15,14,0,0,7,0,1,7,7,15,0,68,0,14,0,0.0,1
14,0.0,0.076923,0.923077,0,0,516,0,1.0,0,0,14,56,0,0.0,0,0,68,0,14,15,14,0,0,7,0,1,7,7,15,0,68,0,14,0,0.0,1
12,0.14285699999999998,0.12121199999999999,0.942308,0,0,1803,0,2.357143,5,5,48,162,0,9.0,0,0,178,2,33,14,39,1,18,8,0,3,6,8,14,0,108,10,14,0,16.0,1
0,1.0,0.642857,0.78125,0,0,9721,0,5.555556,23,57,165,166,0,5.555556,8,0,429,9,50,9,75,36,50,4,0,1,1,4,9,0,429,26,9,0,0.0,0
1,0.666667,1.0,0.9722219999999999,0,0,9721,0,45.333333,21,137,165,166,0,67.5,1,0,413,2,136,3,140,8,135,13,0,1,15,18,3,0,407,22,3,0,0.0,0
4,0.0,0.333333,0.666667,0,0,6260,0,1.0,0,0,492,600,0,0.0,0,0,20,0,4,5,4,0,0,0,0,1,2,2,5,0,0,0,4,0,0.0,1
6,0.0,0.2,0.8,0,0,6260,0,1.0,0,0,492,600,0,0.0,0,0,28,0,6,7,6,0,0,3,0,1,3,3,7,0,28,0,6,0,0.0,1
0,0.0,1.0,0.0,1,0,3562,0,1.0,0,0,431,432,0,1.0,0,0,69,1,1,1,1,0,1,0,0,1,0,17,1,0,69,0,1,0,0.0,0
0,0.0,1.0,0.0,1,0,3562,0,1.0,0,0,431,432,0,1.0,0,0,79,1,1,1,1,0,1,0,0,1,0,42,1,0,79,0,1,0,0.0,0
14,0.0,0.076923,0.923077,0,0,5272,0,1.0,0,0,426,1009,0,0.0,0,0,59,0,14,15,14,0,0,7,0,1,7,7,15,0,59,0,14,0,0.0,1
42,0.0,0.024390000000000002,0.984991,0,0,5272,0,1.0,0,0,426,1009,0,0.0,0,0,204,0,42,43,42,0,0,21,0,1,21,26,43,0,204,1,42,0,0.0,1
14,0.0,0.076923,0.923077,0,0,5272,0,1.0,0,0,426,1009,0,0.0,0,0,59,0,14,14,14,0,0,7,0,1,7,7,14,0,59,0,14,0,0.0,1
4,0.17647100000000002,0.2,1.0,0,0,4916,0,1.142857,0,0,200,206,1,1.333333,2,1,100,3,8,6,7,0,4,5,0,1,4,15,7,0,68,0,7,0,0.0,1
1,0.46738201,0.272727,0.966084,18,0,8244,1,2.5961540000000003,19,94,356,383,1,2.6274509999999998,50,1,1320,51,135,51,162,13,134,6,11,6,14,37,46,6,1315,29,52,0,38.04488778,0
0,0.083333,1.0,0.0,0,0,5423,3,8.0,5,7,326,440,0,8.0,0,0,117,1,8,1,8,0,8,0,0,6,1,11,1,0,117,2,1,0,536.0,0
8,0.11111099999999999,0.0,1.0,0,0,266,0,1.0,8,8,39,47,0,1.0,0,0,47,1,9,9,17,0,1,9,0,1,9,9,9,0,7,10,9,0,0.0,1
6,0.0,0.0,1.0,0,1,1249,0,1.0,1,4,115,179,0,1.0,0,0,41,1,7,7,11,0,1,6,0,1,0,6,7,0,11,1,7,0,0.0,1
4,0.2,0.0,1.0,0,0,3878,0,1.0,1,0,372,507,0,1.0,0,0,55,3,7,7,8,0,3,2,0,1,0,8,7,0,35,1,7,0,0.0,1
3,0.14285699999999998,0.0,1.0,0,0,1473,0,1.0,0,0,118,146,0,1.0,0,0,22,1,4,4,4,0,1,0,0,1,3,3,4,0,7,0,4,0,0.0,1
5,0.6,0.161905,0.957168,29,0,6097,4,3.822222,32,78,431,576,0,3.75,39,0,1134,40,172,44,155,28,150,22,0,2,20,26,44,0,1029,35,45,0,8.0,0
0,1.0,0.0,0.0,0,0,921,0,1.111111,4,3,79,95,0,1.111111,8,0,82,9,10,9,20,1,10,0,0,2,0,0,9,0,82,12,9,0,3.0,0
8,0.11111099999999999,0.28571399999999997,0.875,0,0,3615,0,1.222222,0,0,319,375,0,1.0,0,0,43,1,11,9,9,0,1,4,0,1,4,4,9,0,43,2,9,0,0.0,1
4,0.5,0.333333,0.857143,0,1,1295,0,1.125,0,0,74,78,0,1.25,2,0,40,4,9,8,8,0,5,4,0,1,2,4,8,0,20,0,8,0,0.0,1
0,1.0,1.0,0.9,1,0,293,0,1.166667,0,0,28,31,0,1.166667,3,0,33,6,7,6,6,0,7,2,2,1,0,2,6,0,33,0,6,0,0.0,0
3,0.22222199999999998,0.0,1.0,0,0,366,0,1.0,0,0,32,40,0,1.0,0,0,56,2,5,5,5,0,2,3,0,1,3,7,5,0,41,0,5,0,0.0,1
7,0.125,0.0,1.0,0,0,224,0,1.0,0,0,11,24,0,1.0,0,0,47,1,8,8,8,0,1,7,0,1,7,7,8,0,12,0,8,0,0.0,1
3,0.22222199999999998,0.0,1.0,0,0,453,0,1.6,2,4,20,35,0,2.5,1,0,68,2,8,5,54,3,5,0,0,3,0,4,5,0,40,15,5,0,43.0,0
6,0.25,0.0,0.0,0,0,453,0,1.25,3,4,20,35,0,2.0,0,0,85,2,10,8,58,4,4,0,0,3,0,0,8,0,21,13,8,0,43.0,0
20,0.19230799999999998,0.202899,0.882576,0,0,3513,0,1.12,1,2,154,212,1,1.6,4,1,214,5,28,24,29,2,8,10,0,1,10,11,25,0,114,3,25,0,0.0,1
6,0.14285699999999998,0.0,0.0,0,0,738,0,1.0,1,2,23,62,0,1.0,0,0,77,1,7,7,55,6,1,0,0,3,0,0,7,0,3,15,7,0,43.0,0
6,0.14285699999999998,0.0,0.0,0,0,738,0,1.0,1,2,23,62,0,1.0,0,0,76,1,7,7,55,6,1,0,0,3,0,0,7,0,3,14,7,0,43.0,0
54,0.46738201,0.04601,0.9930469999999999,1,0,13290,0,2.504762,27,49,592,817,16,3.960784,49,16,1950,51,263,89,154,14,202,6,2,2,40,65,105,0,1339,38,105,0,38.04488778,0
0,0.06666699999999999,1.0,0.0,0,0,916,0,1.0,1,1,53,55,0,1.0,0,0,38,1,1,1,12,0,1,1,0,5,0,15,1,0,38,3,1,0,63.0,0
9,0.25,0.0,1.0,0,0,2936,0,1.0,1,1,179,197,0,1.0,1,0,147,3,12,12,13,0,3,0,0,1,10,10,12,0,57,2,12,0,0.0,1
37,0.28985500000000003,0.311475,0.9595309999999999,1,0,73431,0,4.174603,20,56,2644,3557,6,8.307692,25,6,1562,26,263,57,168,63,216,10,6,1,39,55,63,0,1079,23,63,0,0.0,0
18,0.44444399999999995,0.330216,0.955267,4,0,73431,1,5.8125,50,178,2644,3557,2,7.282609,45,2,1635,46,372,62,555,126,335,1,4,3,22,22,64,0,1395,93,64,0,154.0,0
25,0.722222,0.405045,0.9610879999999999,0,0,73431,4,5.171053,60,227,2644,3557,0,7.117647,50,0,2345,51,393,76,420,163,363,1,11,2,47,49,76,0,2147,65,76,0,35.0,0
8,0.5,0.356275,0.924216,1,0,73431,3,6.5,20,47,2644,3557,2,7.352941,32,2,1513,34,273,40,167,26,250,0,14,2,27,28,42,0,1371,29,42,0,67.0,0
19,0.833333,0.468492,0.977158,9,0,73431,1,5.338129,35,133,2644,3557,24,5.858333,108,24,3585,120,742,114,302,169,703,13,21,1,42,46,138,0,3336,39,139,0,0.0,0
3,0.46738201,0.011765000000000001,1.0,2,0,3728,4,2.325,20,30,175,200,4,2.432432,34,4,1093,37,93,36,78,13,90,5,3,1,3,18,40,0,1062,21,40,0,38.04488778,0
11,0.622642,0.262626,0.9714,6,0,5441,18,3.4905660000000003,50,91,199,224,4,3.9761900000000003,40,4,2060,42,185,49,168,35,167,26,0,5,27,39,53,0,1951,39,53,0,518.0,0
20,0.625,0.23843000000000003,0.977891,10,0,25957,6,3.282353,33,105,1029,1144,2,3.7230769999999995,64,2,2167,65,279,83,350,47,242,21,4,2,14,35,85,0,1901,54,85,0,102.0,0
21,0.757576,0.409842,0.968032,5,0,5150,2,2.854701,21,70,249,285,0,3.114583,94,0,2711,96,334,117,208,27,299,17,17,1,17,24,117,0,2424,25,117,0,0.0,0
1,0.037037,1.0,1.0,0,0,3646,0,18.0,5,7,109,149,0,23.0,0,0,229,1,36,2,10,5,23,0,0,1,25,25,2,0,170,6,2,0,0.0,0
0,0.125,1.0,0.0,0,0,1801,0,1.0,1,1,71,106,0,1.0,0,0,13,1,1,1,42,0,1,0,0,2,0,7,1,0,13,3,1,0,29.0,0
0,0.045455,1.0,0.0,0,0,1801,0,1.0,1,1,71,106,0,1.0,0,0,33,1,1,1,42,0,1,0,0,2,0,21,1,0,33,3,1,0,29.0,0
0,0.11111099999999999,1.0,0.0,0,0,1801,0,1.0,1,1,71,106,0,1.0,0,0,42,1,1,1,42,0,1,0,0,2,0,8,1,0,42,3,1,0,29.0,0
7,0.8857139999999999,0.41538500000000006,0.959259,4,0,1589,0,2.869565,30,80,67,79,1,3.051282,37,1,1091,39,132,45,217,14,119,5,7,5,5,6,46,0,997,40,46,0,98.0,0
0,1.0,0.318182,0.9444440000000001,33,0,2491,0,5.978261,20,48,72,72,3,5.978261,45,3,1837,46,275,43,102,18,275,4,0,1,3,4,46,0,1837,24,46,0,0.0,0
6,0.166667,0.6,0.714286,0,1,5628,0,1.0,0,0,265,291,0,1.0,0,0,64,2,8,8,23,0,2,0,0,2,4,4,8,0,23,0,8,0,15.0,1
5,0.181818,0.4,0.833333,0,1,5628,0,1.0,0,0,265,291,0,1.0,0,0,57,2,7,7,22,0,2,0,0,2,4,4,7,0,24,0,7,0,15.0,1
0,1.0,0.230769,0.921795,50,0,5947,1,7.848485,17,54,210,221,4,7.848485,64,4,3363,66,518,62,126,64,518,12,0,1,10,12,66,0,3363,22,66,0,0.0,0
0,0.0,1.0,0.0,1,0,2750,0,1.0,0,0,132,171,0,1.0,0,0,270,1,1,1,1,8,1,0,0,1,0,10,1,0,270,3,1,0,0.0,0
0,0.0,1.0,0.0,1,0,1448,2,1.0,0,0,73,94,0,1.0,0,0,41,1,1,1,1,0,1,0,0,1,0,7,1,0,41,0,1,0,0.0,0
8,0.702703,0.326437,0.9054049999999999,3,0,16486,1,4.315789,22,40,681,924,2,5.033333,25,2,1075,30,164,36,174,30,151,5,1,3,3,8,38,0,989,49,38,0,49.0,0
22,0.55102,0.44237600000000005,0.766038,3,0,16486,1,5.018519,23,42,681,924,5,6.53125,29,5,1614,32,271,46,158,26,209,2,1,2,14,16,51,0,1257,44,54,0,25.0,0
3,0.6,0.49090900000000004,0.8272729999999999,11,0,10173,0,8.347826,16,51,301,328,0,9.45,19,0,1054,20,192,23,86,71,189,15,0,1,16,16,23,0,1030,21,23,0,0.0,0
3,0.36,0.501894,0.692037,0,0,10173,8,13.0,67,140,301,328,0,13.032258,30,0,2633,31,442,34,219,119,404,0,22,1,94,107,34,0,2410,74,34,0,0.0,0
13,0.07142899999999999,0.0,0.876923,0,0,2883,0,1.0,0,0,54,67,0,1.0,0,0,121,1,14,14,14,0,1,0,0,1,13,13,14,0,4,1,14,0,0.0,1
8,0.2,0.333333,0.777778,0,0,574,0,1.0,0,0,31,40,0,1.0,1,0,74,2,10,10,10,0,2,4,0,1,4,4,10,0,26,0,10,0,0.0,1
1,0.833333,0.3,0.8461540000000001,8,0,8451,4,7.0,9,12,251,293,2,7.461538000000001,12,2,1176,13,98,12,40,8,97,10,0,2,10,11,14,0,1154,8,14,0,7.0,0
3,0.4375,0.577778,0.787716,22,0,3924,8,11.575758,37,85,74,84,0,12.066667,29,0,3563,30,382,33,161,87,362,51,0,1,50,57,33,0,3455,42,33,0,0.0,0
1,0.28571399999999997,1.0,0.722222,8,0,31219,0,26.636364,8,20,1184,1423,0,29.2,9,0,1257,10,293,11,43,28,292,8,0,1,8,12,11,0,1248,13,11,0,0.0,0
12,0.368421,0.224638,0.978771,16,0,1190,0,4.642857,2,5,44,56,9,6.1,28,9,1055,30,195,26,47,10,183,42,0,1,25,54,35,0,986,2,42,0,0.0,0
